Amount,AuditTrial,ClearingSystem,Currency,CustomerSegment,Description,ExchangeRate,Fee,FromAccountID,MerchantName,PaymentDate,PaymentID,PaymentType,ToAccountID
141601.44,Foot animal finally these quite writer event science join heart offer.,ACH,USD,Corporate,Situation half you worry mention.,1.19,80.83,9675608071205,"Murphy, Jensen and Brown",2024-03-13,9146839670,Cash,7087198178533
42199.25,Data field law direction term opportunity account worry spend far do site.,ACH,EUR,Retail,Store loss remember while seven have.,1.23,61.77,4989830765770,Rice PLC,2024-05-13,2566415511,Cash,4207034295004
119843.59,Subject about throw wish common music too than none day.,RTGS,GBP,Corporate,High reveal issue.,0.77,53.94,5784799040274,"Pierce, Harvey and Warner",2024-07-05,9025266308,Online Transfer,3662299757125
129598.13,Certain expert hot amount loss itself mean point as act.,SWIFT,EUR,Retail,Likely art PM although they.,0.53,33.28,6085481685022,Phillips LLC,2024-02-12,3957059296,Cash,2172057838721
80118.3,Year knowledge coach citizen ahead well door realize.,SWIFT,USD,Corporate,Someone consumer feeling course reflect.,0.93,13.23,6116612054530,Frank and Sons,2024-03-18,6934371935,Online Transfer,6773665224180
52394.51,Say condition share where red nice total threat language million store participant hear.,SWIFT,GBP,Retail,Middle administration official.,0.58,56.68,3905458169801,Mccall Inc,2024-06-25,9211559921,Credit,3657032249371
44015.54,For good back apply serve knowledge defense.,RTGS,EUR,Retail,That walk century young technology.,1.16,33.61,9047147850345,"Davies, Mckay and Chavez",2024-07-03,9186525977,Online Transfer,4481888705807
72664.7,Although individual care affect although own.,ACH,GBP,Corporate,Expect identify modern out.,0.55,38.33,3749410017575,Gray Ltd,2024-06-26,6417492531,Online Transfer,2111719510201
24477.13,Feel on development Democrat politics you necessary Congress free give play plant.,SWIFT,EUR,Retail,Until ok however home.,0.59,98.01,8907514176755,Mcclain Inc,2024-02-27,9746862021,Credit,9291371771418
52635.87,Once lead move between good approach put animal dog board beat center.,ACH,EUR,Retail,Party impact what interview.,1.02,74.03,3858766930935,Rogers Group,2024-03-27,2751238550,Online Transfer,6357304404464
101602.16,Forward industry animal might game big visit.,RTGS,USD,Retail,Open cover positive consumer PM nearly.,1.25,93.27,9617010637587,Johnson Inc,2024-06-21,9614938829,Cash,7072223844825
7460.6,Economic reveal trade sound run computer.,RTGS,USD,Retail,Whom pattern new animal.,0.87,35.69,2938810805251,"Lin, Stokes and Adams",2024-02-15,1405881522,Online Transfer,3762349070061
84781.95,Behavior decade risk ready reason it poor show price fight pattern management effect.,SWIFT,EUR,Retail,Event pressure possible.,0.76,59.1,4749599155737,"Montes, Tucker and Graham",2024-04-17,6864310860,Cash,7762862021025
176216.96,Miss radio less agreement least well image plan owner third build help.,RTGS,EUR,Retail,Save fine him area will various.,1.1,96.79,2246609773744,Sosa Ltd,2024-05-21,7650651336,Cash,2827111102365
72097.53,Rather although attention we mother staff defense four pay student husband share.,ACH,EUR,Retail,Put lose role.,0.55,46.44,6268837822210,Murphy-Browning,2024-06-23,1158951144,Cash,8861704349741
184316.87,Speech in director anyone home until.,SWIFT,EUR,Corporate,She occur remain.,1.32,67.76,9870239351697,"Garcia, Hardin and Johnson",2024-03-15,6792562434,Credit,8406008817130
38649.86,From simple lot short mouth financial scientist probably south.,ACH,USD,Corporate,Community to subject stage candidate.,0.66,68.7,8306901728524,Crawford-Miller,2024-01-16,4041176545,Cash,1425763738422
2594.39,Company remain reflect look account section offer year final.,RTGS,USD,Corporate,Real edge up.,1.11,86.8,3124412256915,Sullivan PLC,2024-07-22,2881863255,Credit,9179133342167
3781.03,Born really should public table health company.,RTGS,GBP,Retail,Nature professional financial.,1.44,74.5,3951600448013,"Martin, Swanson and Brown",2024-03-14,3818126616,Credit,4492865645084
112146.91,Like fact put carry into including three.,SWIFT,USD,Corporate,Under relate sign surface.,0.56,63.33,3822895628722,Payne Inc,2024-06-20,6321996816,Online Transfer,1794158620844
94510.48,Behind woman arm pattern current budget former.,ACH,GBP,Corporate,Back space ago pretty.,0.55,33.28,1915918724754,Shaw-Lowe,2024-02-04,3881824398,Credit,1717318971059
79894.89,Instead practice we management station peace.,SWIFT,GBP,Corporate,Protect author especially.,1.14,47.11,9380276857251,"Berry, Thomas and Davis",2024-01-10,5359587234,Cash,6011872035562
11019.32,Agreement article customer future trouble relationship end.,ACH,GBP,Corporate,Ground cold fish throw it.,0.66,69.62,4125219097749,Anderson and Sons,2024-05-02,4773072089,Online Transfer,8413206721264
33162.83,American son new for particularly lose artist rock ahead public.,ACH,GBP,Retail,Spend perform test.,1.47,60.54,2084105757342,"Dunlap, Johnson and Nichols",2024-01-25,6758339486,Cash,5532498769951
178733.83,Create raise color crime table anyone red cup attack stage career.,ACH,GBP,Corporate,College different agree then.,0.51,34.66,9440185220758,"Holmes, Poole and Huang",2024-07-28,7876408223,Credit,2525665151727
21004.54,Gas although front week college blood heavy almost.,ACH,USD,Retail,Travel share forget out way.,1.0,14.8,2013167421286,Brown-Stone,2024-06-29,5577233723,Online Transfer,2901186213484
154768.91,Manager American idea position produce bad.,SWIFT,GBP,Corporate,You race worker.,0.88,20.55,5205963206309,Thompson-Vasquez,2024-06-05,1382265936,Cash,1745383555117
739.87,Side institution cell past lose structure myself ever.,ACH,GBP,Retail,Guess focus son evening nation.,1.41,12.56,4849628792647,"Ball, Wilson and Harrington",2024-05-04,3571415134,Credit,9140215063347
167460.21,Religious any person manager ago how care hotel option decision especially conference.,RTGS,USD,Retail,Image quality father ability.,1.47,80.35,4877324892596,Snyder Inc,2024-05-04,6120545376,Cash,4715239047419
31204.34,Bed huge require put economy character every not our camera experience.,SWIFT,GBP,Retail,However mean maybe section.,0.72,4.07,9832330925349,Olson-Oliver,2024-01-04,9695530155,Cash,1695566657291
199028.18,Set dog star sea house marriage everything chance media almost operation reason.,SWIFT,EUR,Corporate,Focus home possible parent citizen.,0.97,88.57,1648108315725,Rios-Vaughan,2024-07-22,6618404118,Cash,9519795581910
120205.75,Hand idea yes hospital best lay happy part level pull economy kind.,ACH,GBP,Retail,Describe piece protect.,0.86,56.83,7482376357516,Hayes-Riggs,2024-07-06,7087051107,Online Transfer,6420333646667
143938.88,Water hit plant return difficult information.,ACH,EUR,Retail,Whole fear live.,0.56,82.91,9734875743154,"Hernandez, Bryant and Burke",2024-05-21,4288323090,Cash,7155234025532
99829.4,Need better quality increase blood try sure under.,SWIFT,USD,Corporate,Nearly check carry him happy window.,0.56,32.41,8387152394855,Rogers Inc,2024-07-18,3616821886,Credit,4835938767649
14514.32,Sport training affect energy once town life travel professor.,SWIFT,USD,Retail,Treatment avoid fish least.,1.06,19.83,1564389228423,Harris PLC,2024-03-31,2438722418,Credit,5507431421703
81037.21,With around every kind across likely institution key see figure manager.,RTGS,USD,Corporate,Like loss above knowledge.,1.25,59.62,7039425807696,Montgomery-Shannon,2024-04-17,3876328731,Online Transfer,5864720799030
98493.53,Job where church everything arrive style research trade its someone team.,RTGS,USD,Corporate,Newspaper if kind within media newspaper.,0.7,78.6,2040361691422,"Kelly, Melton and Benson",2024-05-24,5030168962,Cash,2360818938926
160969.59,Pretty method direction TV then plan rest have remember gun skill authority.,ACH,EUR,Retail,Character that attention upon.,0.8,38.9,6267043257534,Fitzpatrick-Marshall,2024-07-18,4131216489,Credit,9536262320240
114127.14,Population indicate particular view executive free paper walk unit effect.,RTGS,USD,Corporate,Policy something this very open.,1.49,50.36,7245808575588,Roberson Inc,2024-05-06,5801555025,Credit,7536187065712
149511.96,Enter sister war grow technology many than hold financial local or compare.,SWIFT,EUR,Retail,Environmental financial some between mean.,1.17,56.05,5147486572658,"Smith, Thompson and Clark",2024-06-28,5721190337,Cash,2132144894350
35915.63,Property knowledge bit game daughter safe process claim born pressure.,SWIFT,USD,Retail,Someone it first year enter.,1.07,65.59,5706289897710,"Green, Davis and Willis",2024-03-11,2065408910,Cash,8128535060956
119837.86,Defense price explain follow since pressure yourself control note including focus two bed.,ACH,USD,Corporate,Exist executive tonight.,0.86,87.61,5754309079738,Salazar-Smith,2024-03-03,9391017783,Online Transfer,5259837014603
65672.29,Tough imagine product sometimes focus year stuff certainly test image record loss course.,ACH,EUR,Retail,Sister almost story.,1.09,18.37,5625487532688,Miller and Sons,2024-05-10,3803222024,Online Transfer,9748273005839
146428.93,Want great north really happen water central senior card able financial character physical.,ACH,GBP,Corporate,Without particular great thus.,1.26,87.26,1279780389930,Ross Inc,2024-04-11,3415331223,Credit,4962643465196
76133.96,Fall evening dinner travel recently ready sport young these record may.,ACH,GBP,Retail,Economic specific a common.,0.92,42.98,2178360607046,"Cohen, Romero and Erickson",2024-07-28,3288345580,Cash,8587769229565
152706.2,Several still discuss meet state fact can peace.,ACH,USD,Retail,Performance training voice born great writer list.,1.08,75.5,8254828200797,"Smith, Leonard and Johnson",2024-06-14,8569969344,Online Transfer,5096432477665
43928.45,Recognize live difference speech for consumer term week room.,SWIFT,GBP,Corporate,Prevent enjoy though keep owner.,0.96,12.14,5814576564131,"Vega, Newman and Jones",2024-05-24,1933573769,Credit,1662786795939
95454.5,Anything fear recent quite also who cell wind so tell consider nothing.,ACH,USD,Retail,Animal science realize major series.,0.91,99.18,2971126333378,"Torres, Schultz and White",2024-07-13,1653410439,Credit,9003958014609
170148.78,Character method many weight front science hotel statement important green during really material.,RTGS,GBP,Corporate,Star huge news deal.,0.92,9.33,1310045100397,"Reeves, Cabrera and Arnold",2024-02-13,6328495591,Online Transfer,8905493517437
52863.29,Then energy score black short ten teach citizen view clear degree few especially.,SWIFT,EUR,Retail,Floor memory specific her.,1.12,65.72,2221376839087,Reeves-Farmer,2024-01-23,8235684253,Online Transfer,6481407577826
111817.75,Military follow management economic set happen music get political this maintain wife yet.,SWIFT,USD,Retail,Read seek together minute true.,0.74,62.51,5264994743272,Murphy-Collins,2024-04-05,1851274217,Online Transfer,1013958517690
118629.79,Detail forget safe so they where.,ACH,EUR,Corporate,Least find window break their.,1.35,36.3,9065220963490,Sanders-Davila,2024-03-10,7082090974,Credit,5488142220092
146501.44,Table look these over term professional training administration cup will hand along exactly.,RTGS,EUR,Retail,West lawyer for those bed many.,0.72,53.31,3850223006550,Solis-Gutierrez,2024-03-13,6617418274,Credit,5820791948894
82325.73,Pay almost chair agent practice security.,SWIFT,USD,Corporate,One knowledge authority person.,1.08,82.56,6698192244237,Walker Group,2024-07-05,8422989058,Cash,1025906060087
68366.72,Service Democrat dinner environmental compare put board rich various fall seek life visit.,RTGS,USD,Corporate,Voice age far recently animal.,1.39,37.51,3395830613452,Odom-Evans,2024-01-25,3006497360,Cash,4033682873543
2313.32,Light TV choice alone fight page language.,ACH,USD,Retail,Born exist manager without.,0.71,29.23,7605037550945,"Barnett, Levine and Lewis",2024-05-10,3939545927,Credit,2941922502887
156342.07,Hard them unit road exist certain establish important argue drug.,SWIFT,USD,Retail,Certain dream fish report.,1.05,81.45,9616658304806,Greer-Ford,2024-05-23,2442368914,Cash,8188899318988
59595.73,Value themselves represent environmental oil seem wish evening else.,SWIFT,GBP,Corporate,Now forget western.,1.41,28.76,8392947652482,"Smith, Salazar and Andrews",2024-05-15,2181273692,Cash,7618422348806
49185.97,Possible less audience over white challenge after very eat set national.,RTGS,USD,Corporate,Loss director skin develop floor.,0.65,65.32,3344317481297,Shannon Group,2024-03-16,1452489637,Online Transfer,7176794965317
123578.25,Issue know build organization people attack always fund oil movement.,RTGS,GBP,Corporate,Create bit great.,1.31,9.96,6232015968573,"Watson, Munoz and Williams",2024-02-21,2079312305,Online Transfer,7536187065712
18875.12,Listen consumer simply unit result southern apply management itself hour.,ACH,EUR,Corporate,Foot certainly subject.,1.3,67.26,8316346485513,Martinez LLC,2024-01-28,8924816794,Online Transfer,8575689207473
159865.56,Wall ball employee professor skill close law control happen.,RTGS,GBP,Corporate,Watch public stock opportunity physical cost.,0.69,37.49,8405667771570,Paul-Mosley,2024-07-04,1460781069,Cash,1634305766247
196100.03,Ago team hold apply tend argue.,SWIFT,EUR,Corporate,Leave decade small thousand place.,0.82,99.86,2572511919930,Davis Ltd,2024-05-13,7928311449,Credit,4464102610468
166796.76,Site professional choice cause what life of recently fight somebody.,ACH,EUR,Retail,Federal glass discuss.,1.04,34.28,7527176953852,Thornton and Sons,2024-01-24,4806500889,Online Transfer,8167501261925
6844.98,Thought human forward fly cold off material Democrat another civil clearly product.,RTGS,GBP,Retail,Attention who area.,1.38,38.74,3024163055688,Dixon-Tanner,2024-07-18,3306388009,Credit,8474021198885
5009.74,Successful training agent rule my trip town result every thus decision provide only.,SWIFT,GBP,Retail,More development live bar life.,0.85,91.45,5578526305628,"Brown, Miller and Davis",2024-07-27,6047749707,Online Transfer,1992748613827
107518.43,Together heavy visit them environmental plant front stock tough where.,RTGS,USD,Retail,Allow three site rate.,1.13,70.23,2086080861041,"Johnson, Munoz and Wilson",2024-02-07,1065779185,Cash,4476416840102
60039.65,Other foreign smile position begin course certainly talk play bill run.,RTGS,USD,Retail,Try land trouble require and.,0.64,48.28,7932907803818,Lewis-Howe,2024-04-05,3038547694,Cash,7763758363283
2933.32,Population however happen attention community activity need boy themselves relate blood whether listen.,SWIFT,EUR,Retail,Decision cover magazine continue.,1.22,65.49,4078849018641,Harris LLC,2024-05-31,8734196400,Cash,7776084025062
175116.9,Anything turn sort brother fire recent officer dog.,SWIFT,EUR,Retail,Simple TV evening.,0.89,22.17,3315856101901,Ritter Inc,2024-07-13,4317300275,Online Transfer,7660241739922
155561.06,Town conference level note star traditional fly four in middle join.,RTGS,GBP,Corporate,Right likely network.,1.48,79.54,3713864196065,Huang LLC,2024-01-27,3614841692,Credit,8194429554521
